book_link,title,author_link,author_name
https://www.goodreads.com/book/show/195391728-loneliness-company,Loneliness & Company,https://www.goodreads.com/author/show/42669009.Charlee_Dyroff,Charlee Dyroff
https://www.goodreads.com/book/show/179911444-how-to-become-the-dark-lord-and-die-trying,How to Become the Dark Lord and Die Trying,https://www.goodreads.com/author/show/639491.Django_Wexler,Django Wexler
https://www.goodreads.com/book/show/179947272-queens-of-themiscyra,Queens of Themiscyra,https://www.goodreads.com/author/show/13830772.Hannah_M_Lynn,Hannah M. Lynn
https://www.goodreads.com/book/show/201187765-this-strange-eventful-history,This Strange Eventful History,https://www.goodreads.com/author/show/2508.Claire_Messud,Claire Messud
https://www.goodreads.com/book/show/32191885-my-favorite-thing-is-monsters-vol-2,"My Favorite Thing Is Monsters, Vol. 2",https://www.goodreads.com/author/show/14978890.Emil_Ferris,Emil Ferris
https://www.goodreads.com/book/show/136947670-the-throne-of-honor-and-blood,The Throne of Honor and Blood,https://www.goodreads.com/author/show/19311798.J_Bree,J.  Bree
https://www.goodreads.com/book/show/174146809-the-dare,The Dare,https://www.goodreads.com/author/show/6548349.Natasha_Preston,Natasha Preston
https://www.goodreads.com/book/show/181695112-five-days-in-bogot,Five Days in Bogotá,https://www.goodreads.com/author/show/22225837.Linda_Moore,Linda  Moore
https://www.goodreads.com/book/show/197522400-wish-you-weren-t-here,Wish You Weren't Here,https://www.goodreads.com/author/show/43609068.Christy_Schillig,Christy Schillig
https://www.goodreads.com/book/show/196218537-some-doubt-about-it,Some Doubt About It,https://www.goodreads.com/author/show/21881503.Marion_McNabb,Marion McNabb
https://www.goodreads.com/book/show/202939207-bits-and-pieces,"Bits and Pieces: My Mother, My Brother, and Me",https://www.goodreads.com/author/show/95614.Whoopi_Goldberg,Whoopi Goldberg
https://www.goodreads.com/book/show/61138863-on-her-watch,On Her Watch,https://www.goodreads.com/author/show/5141609.Melinda_Leigh,Melinda Leigh
https://www.goodreads.com/book/show/195888456-the-mother-of-all-things,The Mother of All Things,https://www.goodreads.com/author/show/8333697.Alexis_Landau,Alexis Landau
https://www.goodreads.com/book/show/197239453-the-blue-maiden,The Blue Maiden,https://www.goodreads.com/author/show/14442881.Anna_Noyes,Anna Noyes
https://www.goodreads.com/book/show/195790648-still-waters,Still Waters,https://www.goodreads.com/author/show/19623744.Matt_Goldman,Matt   Goldman
https://www.goodreads.com/book/show/199798896-in-my-time-of-dying,In My Time of Dying: How I Came Face to Face with the Idea of an Afterlife,https://www.goodreads.com/author/show/16494.Sebastian_Junger,Sebastian Junger
https://www.goodreads.com/book/show/198688520-silver-in-the-bone,Silver in the Bone,https://www.goodreads.com/author/show/2973783.Alexandra_Bracken,Alexandra Bracken
https://www.goodreads.com/book/show/62049712-between-two-moons,Between Two Moons,https://www.goodreads.com/author/show/21562305.Aisha_Abdel_Gawad,Aisha Abdel Gawad
https://www.goodreads.com/book/show/195853476-imogen-obviously,"Imogen, Obviously",https://www.goodreads.com/author/show/7579036.Becky_Albertalli,Becky Albertalli
https://www.goodreads.com/book/show/199798061-the-language-of-the-night,"The Language of the Night: Essays on Writing, Science Fiction, and Fantasy",https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,Ursula K. Le Guin
